,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
825,Field Software Service Engineer - Implementation and Application Support - Angola,Giesecke+Devrient,Not mentioned,Dubai,United Arab Emirates ,Full Time,On-site,Entry Level,,Engineering - Telecom/Technology,Electrical Engineering Information Technology (IT) Computer Science Installation Telecommunication Biomedical,9 days ago
826,Sales Representative,IMCT Group,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,,Customer Service/Support,Sales representative sales skills Sales Target Sales Skills Communication Negotiation,1 month ago
827,Junior IOS developer,Naqla,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,IT/Software Development,Software Development,1 month ago
828,Cost Accountant,MEDIC,Not mentioned,Cairo,Egypt ,Full Time,On-site,Manager,4 - 7 Yrs of Exp,Accounting/Finance,Accounting Accounting Software analytical Cost Cost Accountant Cost Accounting excel,1 month ago
829,Odoo Functional Consultant,Confidential,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,IT/Software Development,IT Software Computer Science business Consulting,1 month ago
830,Java Team Lead,QOAD ,Sheraton,Cairo,Egypt ,Full Time,On-site,Experienced,9 - 12 Yrs of Exp,IT/Software Development,MongoDB Information Technology (IT) Software Software Development Spring SQL Computer Science,1 month ago
831,Quality Assurance Engineer ( Midlevel),Algoriza,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,API Automation Computer Science Engineering ISTQB quality Quality Assurance,1 month ago
832,IT Infrastructure Engineer,National Technology,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Installation/Maintenance/Repair,Computer Science Cisco Cloud Communication Linux Management Oracle,1 month ago
833,Backend Developer,Carina Wear,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 3 Yrs of Exp,IT/Software Development,CSS Docker Git HTML Information Technology (IT) MySQL JavaScript,1 month ago
834,Senior .NET Full Stack Developer (.NET Core & Angular),Lumin,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,,IT/Software Development,ADO.NET C#.Net .NET .NEt Full Stack Developer Full Stack Developer java Python,1 month ago
835,PHP Developer (Laravel),Naqla,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,IT/Software Development,Software Development,1 month ago
836,Sales Operations,intrazero,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,0 - 1 Yrs of Exp,Business Development,Business Development Sales Target Sales Skills Communication Communication Skills Skills Selling,1 month ago
837,"Front End Developer ""Vue.js""",Naqla,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 3 Yrs of Exp,IT/Software Development,JavaScript Software Development RESTful Redux Information Technology (IT) APIs Computer Science,1 month ago
838,Senior Android Developer (JAVA/KOTLIN),Naqla,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 6 Yrs of Exp,IT/Software Development,RESTful Software Development Engineering Agile Android Computer Science Information Technology (IT),1 month ago
839,PHP / Laravel Developer,NUR Interactive,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,IT/Software Development,PHP Software Development Information Technology (IT) developer Computer Science,1 month ago
840,Full-Stack Web Developer,ABS ,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,IT/Software Development,Software Development Web Applications Web Development Web Nodejs React,1 month ago
841,Senior Full stack Engineer,Queensoft,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,7 - 15 Yrs of Exp,IT/Software Development,Computer Science Java Software Development Information Technology (IT) Software Engineering EMR Medical Engineering,1 month ago
842,Senior UX/UI designer,kafiil,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Creative/Design/Art,Sketch adobe Adobe XD Computer Science Design Patterns ux design UX,1 month ago
843,Flutter Developer,TopLine ,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,,IT/Software Development,flutter Dart Computer Science Information Technology (IT) Mobile mobile application Software Development,1 month ago
844,IT Specialist,El Mansour Development ,Mokattam,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Installation/Maintenance/Repair,Computer Science Computer Engineering Information Technology (IT) Installation Troubleshooting Maintenance Computer Hardware,1 month ago
845,Quality control Associate,Confidential,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 3 Yrs of Exp,IT/Software Development,Fintech QA quality Quality Control Software Testing Communication skills,1 month ago
846,Junior Business Development Specialist,Lemonspaces,Downtown,Cairo,Egypt ,Full Time,On-site,Entry Level,,Sales/Retail,Development Management Marketing Sales sales skills Sales Target,1 month ago
847,AI Innovation,Nano Shield,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,IT/Software Development,Innovation Innovative research,1 month ago
848,Planning Manager (Home Appliances),Prifix,Bourj Alarab,Alexandria,Egypt ,Full Time,On-site,Manager,5 - 10 Yrs of Exp,Operations/Management,Administration business Business Administration Communication Leadership Management Planning,1 month ago
849,Software Engineer - Intern (Remote Internship - IT),Kreativstorm,Not mentioned,Makkah,Saudi Arabia ,Full Time,On-site,Student,,Quality,Computer Science Software Development Software Engineering Engineering Computer Engineering Software,20 days ago
850,General Accountant (Fluent English Speaker is Mandatory),ZINAD IT,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Accounting/Finance,Accounting Accounting Software English excel Finance ERP Financial Analysis,1 month ago
851,Operation Coordinator,Outservingplus,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Administration,Administration business Business Administration Communication Logistics Management Microsoft Office,1 month ago
852,Web Developer,Marketopia,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,,IT/Software Development,Information Technology (IT) Web Development MySQL JavaScript HTML PHP CSS,1 month ago
853,Quality Manager,OPPO Egypt ,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Manager,2 - 3 Yrs of Exp,Operations/Management,Mobile Phones Information Technology (IT) Smart Phones Software ISTQB Microsoft Office English,1 month ago
854,Senior Graphic Designer,Al Soug-Cashi,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Marketing/PR/Advertising,Graphic Graphic Design illustrator Adobe illustrator Software graphic designer Editing,1 month ago
855,Tax Accountant,Azza Fahmy Jewellery,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,5 - 8 Yrs of Exp,Accounting/Finance,Accounting Software excel Finance Financial Analysis Tax tax accountant,1 month ago
856,Treasury Accountant,Azza Fahmy Jewellery,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,5 - 8 Yrs of Exp,Accounting/Finance,Finance Financial Analysis General Ledger Accounting Software,1 month ago
857,Account Manager,Pixi For Technology ,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 7 Yrs of Exp,Customer Service/Support,Communication digital marketing Project Management sales skills Software Marketing Customer Service,1 month ago
858,Restaurant Manager,Human Fraternity ,Maadi,Cairo,Egypt ,Full Time,On-site,Manager,5 - 10 Yrs of Exp,Customer Service/Support,Administration Beverage Business Administration Customer Service Financial Management food and beverage Food,1 month ago
859,Senior python backend developer.,Pioneers Now,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 8 Yrs of Exp,males_only,Marketing/PR/Advertising backend Software Software Development Web Development,1 month ago
860,Senior iOS Developer,GET Group- Egypt,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,,IT/Software Development,Software Engineering Software Development ios developer iOS Swift flutter SDLC,1 month ago
861,Mobile Application Developer Flutter,Confidential,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,IT/Software Development,Git Agile Software Development GetX iOS Information Technology (IT) Computer Science,1 month ago
862,Accountant - Ismailia,Confidential,Qantara Gharb,Ismailia,Egypt ,Full Time,On-site,Experienced,3 - 7 Yrs of Exp,Accounting/Finance,Financial Analysis Financial Management Financial Accounting Software ERP excel SAP,1 month ago
863,Office Manager & Personal Assistant,Dimofinf Operations Center,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,females_only,Administration Communication Office management Admin Management Secretary Microsoft Software,1 month ago
864,Junior Accountant,Kashier Payment Solutions,Zamalek,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Accounting/Finance,Accounting Accounting Software analytical excel Finance Financial Analysis General Ledger,1 month ago
865,ERP Oracle Developer,SMG Engineering Automotive,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Installation/Maintenance/Repair,Oracle application Software Development reports Computer Science Information Technology (IT) oracle databases,1 month ago
866,IT Full-Stack Developer (Java Spring),Erada,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Computer Science Software Development Software Engineering Information Technology (IT) Full Stack CSS Git,1 month ago
867,Accounting Intern,Blue Ocean Marine,Mansheya,Alexandria,Egypt ,Full Time,On-site,Entry Level,,Administration,Accounting Finance Financial Financial Analysis Financial Reporting Microsoft Office,1 month ago
868,Logistic Specialist,elmarwagroup,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Logistics/Supply Chain,business Cargo computer Management Microsoft Microsoft Office Procurement,1 month ago
869,Senior sales account manager,Injaz Tech for advanced systems,Nozha,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Business Administration IT sales skills Sales Target Software business,1 month ago
870,IT Service Specialist - Help Desk,Wadi Degla Clubs Company,New Damietta,Damietta,Egypt ,Full Time,Remote,Entry Level,0 - 3 Yrs of Exp,Installation/Maintenance/Repair,Information Technology (IT) IT Engineering MCSA MCSE CCNA Software Development,1 month ago
871,.Net Full-Stack Developer (.Net Core - Angular),Confidential,Sheikh Zayed,Giza,Egypt ,Full Time,Remote,Experienced,,IT/Software Development,C# .net core Software Development Git .NET Computer Science Information Technology (IT),1 month ago
872,NodeJS platform developer,coto,Not mentioned,Cairo,Egypt ,Full Time,Remote,Experienced,3 - 6 Yrs of Exp,IT/Software Development,Computer Science Development DevOps Information Technology (IT) Software Software Development MySQL,1 month ago
873,Senior Odoo Developer,Crevisoft Corporation,Maadi,Cairo,Egypt ,Full Time,Remote,Experienced,3 - 6 Yrs of Exp,Accounting/Finance,Computer Science Python Software Development Software Engineering Programming Odoo Odoo ERP,1 month ago
874,IT Engineer,Arlation Media Services,Dokki,Giza,Egypt ,Full Time,Remote,Experienced,1 - 3 Yrs of Exp,IT/Software Development,Information Technology (IT) network Software Security,1 month ago
875,Senior Accountant,Inara,Not mentioned,Cairo,Egypt ,Full Time,Remote,Experienced,3 - 6 Yrs of Exp,Accounting/Finance,Accounting Software Arabic Customer Service Egyptian accounting standards Sales sales skills Skills,1 month ago
876,Senior PHP Developer,Confidential,Heliopolis,Cairo,Egypt ,Full Time,Remote,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Information Technology (IT) PHP developer PHP senior Software Development Software Engineering Python,1 month ago
877,Java Database Instructor,MICA,Haram,Giza,Egypt ,Full Time,Remote,Entry Level,0 - 3 Yrs of Exp,IT/Software Development,Java Database Engineering Information Technology (IT) OOP Computer Science computer,1 month ago
878,Centro Data Program,Centro,Maadi,Cairo,Egypt ,Full Time,Remote,Student,,analytical,Data Data Analysis Engineering Information Systems Information Technology (IT) Software Development,1 month ago
879,Flutter Developer,intrazero,Nasr City,Cairo,Egypt ,Full Time,Remote,Experienced,2 - 4 Yrs of Exp,IT/Software Development,Information Technology (IT) mobile application Software Development Development Mobile Development Programming Mobile,1 month ago
880,DevOps Engineer,34ML,Heliopolis,Cairo,Egypt ,Full Time,Remote,Entry Level,0 - 3 Yrs of Exp,IT/Software Development,Information Technology (IT) MEAN Stack Mobile Development Objective-C Software Design Web Development Web Design,1 month ago
881,Python Developer,coto,Not mentioned,Cairo,Egypt ,Full Time,Remote,Experienced,3 - 6 Yrs of Exp,IT/Software Development,AI Data Processing Computer Science Docker Engineering Information Technology (IT) MongoDB,1 month ago
882,Software Engineer -  UAE,Yeah! Global,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Entry Level,,Quality,Computer Science Software Development Software Engineering Engineering Computer Engineering Software,23 days ago
883,Purchasing Specialist/ IT Industry,Outservingplus,Smart Village,Giza,Egypt ,Full Time,Remote,Entry Level,0 - 1 Yrs of Exp,IT/Software Development,Procurement Purchasing Software Skills Supply Chain,1 month ago
884,Lead Generation/ IT Industry,Outservingplus,Smart Village,Giza,Egypt ,Full Time,Remote,Entry Level,0 - 1 Yrs of Exp,IT/Software Development,sales skills Business Development Communication CRM Software IT Software CRM,1 month ago
885,Back Office Support,Confidential,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 2 Yrs of Exp,Administration,Microsoft Office Computer Science Computer Engineering Communication skills Software Engineering Troubleshooting Software,1 month ago
886,Sales Team leader,Confidential,Sidi Gaber,Alexandria,Egypt ,Full Time,On-site,Manager,4 - 6 Yrs of Exp,IT/Software Development,Sales sales skills Sales Target Software Development Odoo ERP Customer Service Customer Satisfaction,1 month ago
887,Sales Account Manager - Fintech,Lumin,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Customer Service/Support,sales skills Sales Target Software fintech payments gateway CRM Marketing,1 month ago
888,IT Support Engineer,Cyrus Technology Egypt ,Heliopolis,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,IT/Software Development,application setup Help desk Information Technology (IT) SQL Software Development Computer Science Information technology,1 month ago
889,Medical Digitization Officer - Cairo,Digital Bridges,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 5 Yrs of Exp,Medical/Healthcare,Pharmacist Pharmacy Digitization Insurance Medical Chain Pharmacy English,1 month ago
890,Senior Frontend Developer - Fully Remote Job,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 8 Yrs of Exp,IT/Software Development,CSS3 Computer Science Software Development Software Engineering front-end HTML5 Information Technology (IT),1 month ago
891,Software Engineer,Convibe Technologies WLL,Not mentioned,Doha,Qatar ,Full Time,On-site,Entry Level,,Quality,Computer Science Software Development Software Engineering Engineering Computer Engineering Software,24 days ago
