company_name,area,city,country,job_type,job_state,exp_level,job_category,programming_languages,frameworks,Number of Experience Year,posting_date
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,4.0,2024-08-01
Orchidia Pharmaceutical Industries,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-08-01
Masadir HR Services Pvt Ltd,Not mentioned,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,['r'],not found,2.0,2024-08-01
AFFSQUARE,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-08-01
EGEC,Haram,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,5.0,2024-07-31
Sky logistics,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-31
OTO Courses,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,['r'],not found,1.0,2024-07-31
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,others,not found,7.0,2024-07-31
Macro Group,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,5.0,2024-07-31
Confidential,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,5.0,2024-07-31
FlexFilms Egypt,6th of October,Giza,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,2.0,2024-07-31
The Address Investments for Real Estate Consultancy,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-31
The Address ,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-31
Kadorf GmbH,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,6.0,2024-07-31
Brighton Urban,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-31
qTech. ,Mansoura,Dakahlia,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.443075898801598,2024-07-31
The Rekruiters,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,AI and Machine Learning,['r'],not found,1.0,2024-07-31
Confidential,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,8.0,2024-07-31
waffarha.com,Downtown,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-30
NOK for Human Capital Solutions,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,0.0,2024-07-30
pura,6th of October,Giza,Egypt,Full Time,On-site,Manager,Administrative,['r'],not found,7.0,2024-07-30
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,5.0,2024-07-30
Outservingplus,Mohandessin,Giza,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-30
JRM for Communications,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,2.0,2024-07-30
Arab Mechanical Engineers ,Badr City,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-30
Talaat Moustafa Group,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-30
scandiweb,Not mentioned,Alexandria,Egypt,Full Time,On-site,Entry Level,Quality Assurance,['r'],not found,0.0,2024-07-30
B.TECH,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Education and Training,['r'],not found,2.0,2024-07-30
Platinum Properties for real estate services,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-30
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,3.0,2024-07-30
Fawry for Banking Technology and Electronic Payments S.A.E,Smart Village,Giza,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,1.0,2024-07-30
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-30
Confidential,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,4.0,2024-07-29
Teleperformance,Katameya,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-29
Aswaq,Shorouk City,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,10.0,2024-07-29
El Nahar for Medical Solutions,Dokki,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.443075898801598,2024-07-29
Softxpert Incorporation ,Not mentioned,Alexandria,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-29
City Glass,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,6.0,2024-07-29
Sinoma-cdi,Ain Sokhna,Suez,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,1.0,2024-07-29
Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt),Not mentioned,Alexandria,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,10.0,2024-07-29
NOK for Human Capital Solutions,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,0.0,2024-07-29
NOK for Human Capital Solutions,Ain Sokhna,Suez,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,6.0,2024-07-29
EgyptExpress,Sheraton,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,others,not found,2.0,2024-07-29
Atrium Egypt,Rehab City,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,4.443075898801598,2024-07-29
Just HR,Nasr City,Cairo,Egypt,Full Time,On-site,Manager,Other,['r'],not found,8.0,2024-07-29
The Address ,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,1.0,2024-07-29
Nacita,Not mentioned,Giza,Egypt,Full Time,On-site,Manager,Software Engineering,['r'],not found,11.0,2024-07-29
Rehana Group,Qanater Khairya,Qalubia,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,15.0,2024-07-29
IQ Dev House,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Software Engineering,"['python', 'r']",not found,6.0,2024-07-29
Confidential,Not mentioned,Alexandria,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,9.0,2024-07-29
Confidential,Sheraton,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,12.0,2024-07-29
Confidential,Alibrahimiyyah,Alexandria,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,5.0,2024-07-29
Confidential,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,6.0,2024-07-29
Ryze Clubs ,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-29
AL MORSHEDY MALL,6th of October,Giza,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-29
Kera,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-29
Egroup,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,2.0,2024-07-28
Global Health,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,5.0,2024-07-28
Ben Soliman,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-28
SERA Group,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.0,2024-07-28
Intertrade Co. ,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,3.0,2024-07-28
ALFTH Group for Real Estate Development and Project Management,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,4.0,2024-07-27
Confidential,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,7.0,2024-07-26
Fixcrowd,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,4.443075898801598,2024-07-26
American Academy,6th of October,Giza,Egypt,Full Time,On-site,Manager,HR Professional,others,not found,4.443075898801598,2024-07-26
The Address ,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,0.0,2024-07-26
Confidential ,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,5.0,2024-07-26
الناجح للخدمات والاستشارات التعليمية والطلابية,Mokattam,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,4.443075898801598,2024-07-26
Qualified Crew,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,3.0,2024-07-26
The Translation Gate,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-26
SCFEC,Maadi,Cairo,Egypt,Full Time,On-site,Senior Management,HR Professional,['r'],not found,10.0,2024-07-25
Afaqy,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-25
Digizilla,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-25
kafiil,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-25
Orion Food Industries,6th of October,Giza,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,4.0,2024-07-25
El Nahar for Medical Solutions,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,2.0,2024-07-25
SYE English Community,Maadi,Cairo,Egypt,Freelance / Project,On-site,Experienced,Education and Training,['r'],not found,2.0,2024-07-25
SYE English Community,Dokki,Giza,Egypt,Freelance / Project,On-site,Experienced,Education and Training,['r'],not found,2.0,2024-07-25
Teleperformance,Katameya,Cairo,Egypt,Freelance / Project,On-site,Experienced,Design and Creative,['r'],not found,4.443075898801598,2024-07-25
LAZARO SCENT ,Not mentioned,Cairo,Egypt,Freelance / Project,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-25
Intouch CX ,Maadi,Cairo,Egypt,Freelance / Project,On-site,Experienced,Design and Creative,['r'],not found,4.443075898801598,2024-07-25
LSE ,Nasr City,Cairo,Egypt,Freelance / Project,On-site,Experienced,Other,['r'],not found,4.0,2024-07-25
Enterprise Technology Solutions,Sheraton,Cairo,Egypt,Freelance / Project,On-site,Entry Level,Design and Creative,['r'],not found,1.0,2024-07-25
سائح المسافر ,Not mentioned,Giza,Egypt,Freelance / Project,On-site,Manager,Management and Leadership,['r'],not found,4.443075898801598,2024-07-25
Confidential,10th of Ramadan City,Sharqia,Egypt,Freelance / Project,On-site,Manager,Management and Leadership,['r'],not found,12.0,2024-07-25
WUZZUF,Maadi,Cairo,Egypt,Freelance / Project,On-site,Experienced,Design and Creative,['r'],not found,4.443075898801598,2024-07-24
Remas Land For Dairy Products,New Cairo,Cairo,Egypt,Freelance / Project,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-24
OdooTec,New Cairo,Cairo,Egypt,Freelance / Project,On-site,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-24
Confidential,Dabaa,Matruh,Egypt,Freelance / Project,On-site,Experienced,Administrative,['r'],not found,7.0,2024-07-24
Confidential,Nasr City,Cairo,Egypt,Freelance / Project,On-site,Experienced,HR Professional,['r'],not found,4.0,2024-07-24
Athear,New Cairo,Cairo,Egypt,Freelance / Project,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-24
Constructive,Sheikh Zayed,Giza,Egypt,Freelance / Project,On-site,Manager,Management and Leadership,['r'],not found,13.0,2024-07-24
The Address ,Not mentioned,Cairo,Egypt,Freelance / Project,On-site,Manager,Management and Leadership,['r'],not found,7.0,2024-07-24
Cairoscan,Mohandessin,Giza,Egypt,Freelance / Project,On-site,Experienced,Other,['r'],not found,4.0,2024-07-24
Teleperformance,Maadi,Cairo,Egypt,Freelance / Project,On-site,Experienced,Other,others,not found,4.443075898801598,2024-07-24
Teleperformance,Maadi,Cairo,Egypt,Freelance / Project,On-site,Experienced,Other,others,not found,4.443075898801598,2024-07-24
Teleperformance,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,4.443075898801598,2024-07-24
Teleperformance,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,4.443075898801598,2024-07-24
Outservingplus,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-24
New Star,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,4.0,2024-07-24
Centra for medical supplies ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,7.0,2024-07-23
Mekano,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,12.0,2024-07-23
As-Salam International Hospital,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,Other,['r'],not found,2.0,2024-07-23
Human Fraternity ,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,6.0,2024-07-23
BDO Esnad,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-23
Fawry Plus,Smart Village,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,1.0,2024-07-23
Teba United,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,11.0,2024-07-23
AIU,Alamein,Matruh,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-23
Sphinx Glass,Alsadat City,Monufya,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,11.0,2024-07-23
Global Business solutions,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-23
Monglish Academy,San Stefano,Alexandria,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,5.0,2024-07-23
Universities of Canada in Egypt,New Capital,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-23
Fixcrowd,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,4.443075898801598,2024-07-23
MedadTrans,Heliopolis,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,1.0,2024-07-23
Talaat Moustafa Group,Dokki,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-23
GPS,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Customer Service,"['sql', 'r']",not found,6.0,2024-07-23
Confidential,Nasr City,Cairo,Egypt,Part Time,On-site,Entry Level,HR Professional,['r'],not found,2.0,2024-07-23
Confidential,Mansoura,Dakahlia,Egypt,Part Time,On-site,Manager,Management and Leadership,['r'],not found,12.0,2024-07-23
Dakahlia Group,Nasr City,Cairo,Egypt,Part Time,On-site,Experienced,HR Professional,['r'],not found,4.0,2024-07-23
Confidential,6th of October,Giza,Egypt,Part Time,On-site,Experienced,HR Professional,['r'],not found,6.0,2024-07-23
Orientals for Urban Development,Heliopolis,Cairo,Egypt,Part Time,On-site,Manager,Management and Leadership,['r'],not found,11.0,2024-07-22
Healthy & Tasty,Maadi,Cairo,Egypt,Part Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-22
Healthy & Tasty,New Cairo,Cairo,Egypt,Part Time,On-site,Experienced,Production and Manufacturing,['r'],not found,2.0,2024-07-22
3S Software,Not mentioned,Cairo,Egypt,Part Time,On-site,Entry Level,Customer Service,"['sql', 'r', 'html']",not found,2.0,2024-07-22
Dynamicslink,Nasr City,Cairo,Egypt,Part Time,On-site,Manager,Management and Leadership,['r'],not found,10.0,2024-07-22
Outservingplus,Not mentioned,Giza,Egypt,Part Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-22
Trio M Smart Solutions ,Not mentioned,Cairo,Egypt,Part Time,On-site,Experienced,Software Engineering,"['python', 'java', 'javascript', 'sql', 'r', 'java']",not found,3.0,2024-07-22
Sparks preschool,New Cairo,Cairo,Egypt,Part Time,On-site,Experienced,Administrative,['r'],not found,3.0,2024-07-22
Egypt Kuwait Holding,Heliopolis,Cairo,Egypt,Part Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-22
INVENTO,Maadi,Cairo,Egypt,Part Time,On-site,Experienced,Senior Software Engineering,"['r', 'c#']",not found,5.0,2024-07-22
Confidential,New Cairo,Cairo,Egypt,Part Time,On-site,Experienced,Administrative,['r'],not found,3.0,2024-07-22
Arma-HSA,New Cairo,Cairo,Egypt,Part Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-22
WIS Marketing,Not mentioned,Cairo,Egypt,Part Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-22
LINK Development,Maadi,Cairo,Egypt,Part Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-22
Confidential,Heliopolis,Cairo,Egypt,Part Time,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-22
Fiber Com ,Mokattam,Cairo,Egypt,Part Time,On-site,Experienced,Management and Leadership,['r'],not found,3.0,2024-07-22
MATGR For Engineering And Trading,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-22
Orchidia Pharmaceutical Industries,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-22
Masria Digital Payment (MDP),New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,5.0,2024-07-22
Fawry MSME Finance ,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,2.0,2024-07-22
Holw El Sham,Not mentioned,Giza,Egypt,Full Time,On-site,Manager,HR Professional,others,not found,8.0,2024-07-22
waffarha.com,Downtown,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,1.0,2024-07-21
Arabic Localizer,Mohandessin,Giza,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,0.0,2024-07-20
Cegy plastics,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,7.0,2024-07-20
PALM OASES FOR AGRICULTURAL INVESTMENT,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,6.0,2024-07-19
Confidential,Maadi,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-19
Teleperformance,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,4.443075898801598,2024-07-19
Selema Gold,Bab Alshareya,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,5.0,2024-07-19
perfection construction ,New Capital,Cairo,Egypt,Full Time,On-site,Manager,Other,['r'],not found,17.0,2024-07-19
Mr. Tailor,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,5.0,2024-07-19
Confidential,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,4.0,2024-07-19
Teleperformance,Katameya,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-19
Tele-Communicate,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,2.0,2024-07-19
Momentum Investments,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,4.0,2024-07-19
Colortek Egypt / Epdc,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-19
Teleperformance,Katameya,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,1.0,2024-07-19
Teleperformance,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,1.0,2024-07-19
Exception Patisserie,Not mentioned,Giza,Egypt,Full Time,On-site,Entry Level,Internship,['r'],not found,4.443075898801598,2024-07-19
Adamco Pharm,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,1.0,2024-07-19
American Egyptian academy,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-18
NuCorp,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-18
Maalem-Group,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Customer Service,['r'],not found,4.0,2024-07-18
National Company For Maize Products,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Student,Design and Creative,others,not found,4.443075898801598,2024-07-18
Alarabia Group,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,10.0,2024-07-18
Air Arabia,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-18
City Glass,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-18
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,others,not found,1.0,2024-07-18
Beko,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,8.0,2024-07-18
3D Diagnostix,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,1.0,2024-07-18
Intelcia ,Bourj Alarab,Alexandria,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,0.0,2024-07-18
Giza Seeds and Herbs,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Management and Leadership,others,not found,4.0,2024-07-18
Tamweely,Shubra,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,['r'],not found,2.0,2024-07-18
classera,New Beni Suef,Beni Suef,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-18
Rashideen Egypt for Trade ,Katameya,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-18
OdooTec,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.443075898801598,2024-07-18
Techsa,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,1.0,2024-07-17
PICO,Zamalek,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,5.0,2024-07-17
Al Ahly capital holding,Zamalek,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,['r'],not found,2.0,2024-07-17
Egypt Gold ,Heliopolis,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,['r'],not found,2.0,2024-07-17
PICO,Zamalek,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,3.0,2024-07-17
Al Ahly Medical Company,Giza,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,0.0,2024-07-17
QARA,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-17
Confidential,khanka,Qalubia,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,8.0,2024-07-17
Zamil Steel Buildings Co,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,2.0,2024-07-17
Bnaia,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-16
National Company For Maize Products,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,4.0,2024-07-16
Market.Com- Health Care Ltd,Maadi,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,0.0,2024-07-16
Mersal ,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,1.0,2024-07-16
Marbella For Food Industry ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,4.443075898801598,2024-07-16
Baheya Group For Hospitals and Projects,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Education and Training,['r'],not found,3.0,2024-07-16
Geidea,New Cairo,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-16
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,HR Professional,['r'],not found,4.443075898801598,2024-07-16
Amreyah Cement,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-16
RugMorph,6th of October,Giza,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,7.0,2024-07-16
Nile University,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Customer Service,['r'],not found,6.0,2024-07-16
Surgitech ,Mokattam,Cairo,Egypt,Full Time,On-site,Student,Internship,others,not found,4.443075898801598,2024-07-16
Reap Solutions ,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.0,2024-07-16
"Arabian Monayri for Industry, Shipping & Trade",10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,['r'],not found,4.0,2024-07-16
Icontracting,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,6.0,2024-07-16
Green Line For Glass Metal Architecture,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,4.0,2024-07-16
Embrator,Not mentioned,Cairo,Egypt,Full Time,On-site,Senior Management,Design and Creative,['r'],not found,7.0,2024-07-16
Rowad Modern Engineering,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,others,not found,2.0,2024-07-16
Jazeera Paints,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,2.0,2024-07-16
_VOIS Egypt,Not mentioned,Cairo,Egypt,Full Time,On-site,Entry Level,Other,['r'],not found,4.443075898801598,2024-07-16
QARA,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Internship,['r'],not found,4.443075898801598,2024-07-15
Teleperformance,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-15
Roots Commodities ,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,3.0,2024-07-15
Twelve for financial and administrative services,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-15
Egypt Best Properties,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,2.0,2024-07-15
Giza Power Industry,Abu Rawash,Giza,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,3.0,2024-07-15
Egypt Best Properties,Not mentioned,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-15
capital elite developments,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-15
Firoz Group,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,5.0,2024-07-15
Nacita,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-15
Mazaya,New Cairo,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-15
Just HR,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,4.443075898801598,2024-07-15
Target Recruitment  & HR Solutions ,Smouha,Alexandria,Egypt,Full Time,On-site,Entry Level,Administrative,['r'],not found,0.0,2024-07-15
RE/MAX Avalon,Smouha,Alexandria,Egypt,Full Time,On-site,Experienced,HR Professional,['r'],not found,2.0,2024-07-15
